age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,profit
67, Self-emp-inc,73559,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,9386,0,50, United-States, >50K
26, Private,311743,9, Separated, Other-service, Unmarried, White, Female,0,0,39, United-States, <=50K
38, Self-emp-not-inc,140117,10, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
25, Self-emp-not-inc,176756,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,35, United-States, <=50K
21, Private,154556,10, Never-married, Other-service, Own-child, White, Male,0,0,15,, <=50K
38, Private,247547,9, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
22, Private,110200,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private,309017,10, Divorced, Sales, Unmarried, White, Male,0,0,45, United-States, <=50K
52, Self-emp-not-inc,42984,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, >50K
47, Private,185385,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,5013,0,24, United-States, <=50K
41, Private,195124,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,35, Dominican-Republic, <=50K
45, Private,192053,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
27, Private,110648,13, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
25, Local-gov,77698,10, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
34, Private,170772,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
30, Private,316471,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
27, Private,50295,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, United-States, <=50K
44, Self-emp-not-inc,138471,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
58, Self-emp-not-inc,196403,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,10, United-States, >50K
66, Private,217198,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,10, United-States, <=50K
34, Private,64830,12, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
36, Private,275338,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
40, Private,206066,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
20, Private,356347,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States, <=50K
28, Private,269246,7, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
45, Private,236040,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
58, Private,183810,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
23, Private,329925,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States, <=50K
55, Private,376548,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
36, Private,350783,9, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,38, United-States, <=50K
38, Private,212252,15, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, United-States, >50K
41, Private,197372,6, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, United-States, <=50K
32, Private,211699,12, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,1485,40, United-States, >50K
17, Private,147069,7, Never-married, Other-service, Own-child, White, Female,0,0,16, United-States, <=50K
25, Private,195201,9, Married-civ-spouse, Sales, Husband, Other, Male,0,0,50, United-States, <=50K
65,,105017,13, Married-civ-spouse,, Husband, White, Male,0,0,40, United-States, <=50K
36, Private,177285,11, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,38, United-States, <=50K
56, Private,36990,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,52, United-States, >50K
31, Private,45604,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
60, Private,372838,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22, Private,182117,10, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private,210945,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
18, Private,200876,7, Never-married, Transport-moving, Own-child, White, Male,0,0,16, United-States, <=50K
26, Private,220678,3, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,40, Dominican-Republic, <=50K
28, Private,246595,9, Never-married, Craft-repair, Own-child, White, Male,0,0,70, United-States, <=50K
22, Federal-gov,209131,12, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
46, Federal-gov,44706,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,50, United-States, >50K
46, Local-gov,127441,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
30, Private,162370,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States, <=50K
29, Self-emp-not-inc,96718,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,37, United-States, <=50K
19,,257421,10, Never-married,, Own-child, Black, Female,0,0,15, United-States, <=50K
44, Private,271756,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, >50K
59, Private,169639,12, Widowed, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private,262570,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
67, Private,142097,5, Married-civ-spouse, Priv-house-serv, Wife, White, Female,0,0,6, United-States, <=50K
39, Private,294183,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
49, Private,87928,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
28, Private,193122,9, Divorced, Sales, Other-relative, White, Male,0,0,50, United-States, <=50K
68, Self-emp-not-inc,140892,14, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,15, United-States, <=50K
20, Private,227411,10, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
61,,451327,13, Married-civ-spouse,, Husband, Other, Male,0,0,24, United-States, >50K
32, Self-emp-not-inc,70985,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,4064,0,40, United-States, <=50K
41, Private,159549,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
45, Private,166056,9, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private,169262,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,3411,0,50, United-States, <=50K
44, Self-emp-not-inc,216921,6, Married-civ-spouse, Other-service, Husband, White, Male,0,0,70, United-States, <=50K
31, Private,145139,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
26, Private,464552,5, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,45, Mexico, <=50K
23, Private,219835,10, Never-married, Protective-serv, Own-child, White, Male,0,0,40, Mexico, <=50K
40, Federal-gov,330174,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,40, United-States, >50K
43, Private,128170,10, Married-civ-spouse, Sales, Husband, White, Male,7688,0,40, United-States, >50K
31, Self-emp-not-inc,144949,13, Divorced, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
51, Private,173754,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
68, Private,107910,9, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private,211097,3, Divorced, Other-service, Unmarried, Other, Female,0,0,20, Honduras, <=50K
40, State-gov,270324,11, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,30, United-States, <=50K
45, Private,163174,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4386,0,40, United-States, >50K
44, Self-emp-inc,71556,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,50,, >50K
26, Local-gov,213451,10, Never-married, Other-service, Own-child, Black, Female,0,0,10, Jamaica, <=50K
42, Self-emp-inc,23510,14, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,2201,60, India, >50K
31, Private,369027,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,37, United-States, <=50K
56, Private,35373,10, Divorced, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
50, Private,137192,13, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,20, Philippines, <=50K
54, Self-emp-not-inc,118365,6, Divorced, Other-service, Not-in-family, Black, Female,0,0,10, United-States, <=50K
35, Private,235485,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
56, Self-emp-not-inc,285832,14, Married-civ-spouse, Sales, Wife, White, Female,0,0,70, United-States, <=50K
43, Private,146770,9, Married-spouse-absent, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private,594187,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,60, United-States, >50K
31, Private,107417,10, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private,182006,7, Never-married, Adm-clerical, Not-in-family, White, Female,4416,0,30, United-States, <=50K
63, Self-emp-inc,110610,6, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
29, Self-emp-not-inc,183151,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, United-States, <=50K
65, Private,113293,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
36, Private,187847,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
45, Private,105779,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
41, Self-emp-inc,60414,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,99, United-States, >50K
45, Private,174426,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,43, United-States, <=50K
90, Private,51744,9, Never-married, Other-service, Not-in-family, Black, Male,0,2206,40, United-States, <=50K
64, Local-gov,209899,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,35, United-States, <=50K
36, Private,209629,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
24, Private,151443,9, Never-married, Machine-op-inspct, Other-relative, Black, Female,0,0,30, United-States, <=50K
62, Private,131117,4, Divorced, Tech-support, Unmarried, White, Female,0,0,38, Columbia, <=50K
45, Private,178922,5, Never-married, Other-service, Not-in-family, White, Female,0,0,15, United-States, <=50K
24, Private,114873,9, Never-married, Protective-serv, Not-in-family, Other, Male,0,0,40, United-States, <=50K
39, Self-emp-inc,143123,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2415,40, United-States, >50K
28, Private,375482,13, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
25,,200681,10, Never-married,, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private,214288,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Private,345734,10, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private,362873,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, El-Salvador, <=50K
65, Private,101104,9, Married-civ-spouse, Sales, Husband, White, Male,9386,0,10, United-States, >50K
59, Private,254593,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, >50K
26, Private,189590,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,30, United-States, <=50K
48, Self-emp-inc,81513,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
35, Private,258657,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
24, Private,172496,13, Never-married, Sales, Not-in-family, White, Male,0,0,30, United-States, <=50K
60, Self-emp-not-inc,205246,9, Never-married, Exec-managerial, Not-in-family, Black, Male,0,2559,50, United-States, >50K
29, Private,168479,14, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Local-gov,199674,9, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
38, Local-gov,172016,13, Divorced, Prof-specialty, Own-child, Black, Female,0,0,40, United-States, <=50K
32, Self-emp-not-inc,170108,9, Separated, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
36, Private,89625,6, Separated, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
23, Private,124971,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
20,,369678,8, Never-married,, Not-in-family, Other, Male,0,1602,40, United-States, <=50K
22, Private,88050,12, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,6, United-States, <=50K
64, Self-emp-inc,165667,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,60, Canada, >50K
43, Private,33310,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private,212803,9, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private,369825,4, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,25, United-States, <=50K
44, Self-emp-not-inc,85019,13, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40,, >50K
66, Self-emp-not-inc,51415,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,4931,0,98, United-States, <=50K
58, Private,37345,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
65,,198019,9, Widowed,, Not-in-family, White, Female,0,0,35, United-States, <=50K
46, Private,219967,12, Married-civ-spouse, Sales, Husband, White, Male,15024,0,45, United-States, >50K
66, Self-emp-not-inc,44712,9, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,15, United-States, <=50K
30, Private,257849,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
35, Private,133454,6, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
46, State-gov,171926,14, Divorced, Exec-managerial, Unmarried, White, Male,7430,0,50, United-States, >50K
50, Private,146429,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
62, Local-gov,223637,9, Divorced, Other-service, Not-in-family, Black, Female,0,0,35, United-States, <=50K
25, Private,207621,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
24, Private,214399,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,55, United-States, <=50K
34, Private,198613,14, Never-married, Exec-managerial, Own-child, White, Male,4650,0,40, United-States, <=50K
19, Private,378418,9, Never-married, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
35, Private,223749,11, Married-civ-spouse, Tech-support, Husband, White, Male,7298,0,48, United-States, >50K
50, State-gov,97778,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
48, Private,85341,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
